Stock_Item,Color,Selling_Package,Buying_Package,Size_val,Lead_Time_Days,Quantity_Per_Outer,Is_Chiller_Stock,Tax_Rate,Unit_Price,Recommended_Retail_Price,Typical_Weight_Per_Unit,tk_stock_item,_version,date_from,date_to
RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,"14,000","30,00","44,85",1.700,155,2,2021-11-21 02:28:06.031346,2199-12-31 00:00:00.000000
RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,"14,000","30,00","44,85",1.700,156,2,2021-11-21 02:28:06.033018,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,157,2,2021-11-21 02:28:06.034595,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,158,2,2021-11-21 02:28:06.036120,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,159,2,2021-11-21 02:28:06.037769,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,160,2,2021-11-21 02:28:06.039418,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,161,2,2021-11-21 02:28:06.041013,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,162,2,2021-11-21 02:28:06.042566,2199-12-31 00:00:00.000000
IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,163,2,2021-11-21 02:28:06.044180,2199-12-31 00:00:00.000000
IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,164,2,2021-11-21 02:28:06.045763,2199-12-31 00:00:00.000000
IT joke mug - that behavior is by design (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,165,2,2021-11-21 02:28:06.047446,2199-12-31 00:00:00.000000
IT joke mug - that behavior is by design (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,166,2,2021-11-21 02:28:06.049046,2199-12-31 00:00:00.000000
IT joke mug - keyboard not found � press F1 to continue (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,167,2,2021-11-21 02:28:06.050628,2199-12-31 00:00:00.000000
IT joke mug - keyboard not found � press F1 to continue (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,168,2,2021-11-21 02:28:06.052161,2199-12-31 00:00:00.000000
Developer joke mug - old C developers never die (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,169,2,2021-11-21 02:28:06.053687,2199-12-31 00:00:00.000000
Developer joke mug - old C developers never die (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,170,2,2021-11-21 02:28:06.055144,2199-12-31 00:00:00.000000
Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,171,2,2021-11-21 02:28:06.056654,2199-12-31 00:00:00.000000
Developer joke mug - this code was generated by a tool (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,172,2,2021-11-21 02:28:06.058146,2199-12-31 00:00:00.000000
Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,173,2,2021-11-21 02:28:06.059683,2199-12-31 00:00:00.000000
Developer joke mug - a foo walks into a bar (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,174,2,2021-11-21 02:28:06.061153,2199-12-31 00:00:00.000000
Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,175,2,2021-11-21 02:28:06.062975,2199-12-31 00:00:00.000000
Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,176,2,2021-11-21 02:28:06.064888,2199-12-31 00:00:00.000000
Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,177,2,2021-11-21 02:28:06.066730,2199-12-31 00:00:00.000000
Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,178,2,2021-11-21 02:28:06.068637,2199-12-31 00:00:00.000000
Developer joke mug - (hip- hip- array) (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,179,2,2021-11-21 02:28:06.070788,2199-12-31 00:00:00.000000
Developer joke mug - (hip- hip- array) (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,180,2,2021-11-21 02:28:06.072720,2199-12-31 00:00:00.000000
Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,181,2,2021-11-21 02:28:06.074628,2199-12-31 00:00:00.000000
Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,182,2,2021-11-21 02:28:06.076528,2199-12-31 00:00:00.000000
Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,183,2,2021-11-21 02:28:06.078450,2199-12-31 00:00:00.000000
Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,184,2,2021-11-21 02:28:06.080557,2199-12-31 00:00:00.000000
Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,185,2,2021-11-21 02:28:06.082385,2199-12-31 00:00:00.000000
Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,186,2,2021-11-21 02:28:06.084320,2199-12-31 00:00:00.000000
Developer joke mug - that's a hardware problem (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,187,2,2021-11-21 02:28:06.086177,2199-12-31 00:00:00.000000
Developer joke mug - that's a hardware problem (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,188,2,2021-11-21 02:28:06.088078,2199-12-31 00:00:00.000000
Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,189,2,2021-11-21 02:28:06.089927,2199-12-31 00:00:00.000000
Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,190,2,2021-11-21 02:28:06.091880,2199-12-31 00:00:00.000000
DBA joke mug - two types of DBAs (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,191,2,2021-11-21 02:28:06.093785,2199-12-31 00:00:00.000000
DBA joke mug - two types of DBAs (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,192,2,2021-11-21 02:28:06.096417,2199-12-31 00:00:00.000000
DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,193,2,2021-11-21 02:28:06.098484,2199-12-31 00:00:00.000000
DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,194,2,2021-11-21 02:28:06.100638,2199-12-31 00:00:00.000000
DBA joke mug - I will get you in order (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,195,2,2021-11-21 02:28:06.102555,2199-12-31 00:00:00.000000
DBA joke mug - I will get you in order (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,196,2,2021-11-21 02:28:06.104684,2199-12-31 00:00:00.000000
DBA joke mug - it depends (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,197,2,2021-11-21 02:28:06.106592,2199-12-31 00:00:00.000000
DBA joke mug - it depends (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,198,2,2021-11-21 02:28:06.108616,2199-12-31 00:00:00.000000
DBA joke mug - you might be a DBA if (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,199,2,2021-11-21 02:28:06.110621,2199-12-31 00:00:00.000000
DBA joke mug - you might be a DBA if (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,200,2,2021-11-21 02:28:06.112565,2199-12-31 00:00:00.000000
DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,201,2,2021-11-21 02:28:06.114499,2199-12-31 00:00:00.000000
DBA joke mug - daaaaaa-ta (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,202,2,2021-11-21 02:28:06.116554,2199-12-31 00:00:00.000000
DBA joke mug - mind if I join you? (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,203,2,2021-11-21 02:28:06.118550,2199-12-31 00:00:00.000000
DBA joke mug - mind if I join you? (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,204,2,2021-11-21 02:28:06.120483,2199-12-31 00:00:00.000000
USB food flash drive - dessert 10 drive variety pack,Red,Packet,Packet,Unknown,14,1,False,"14,000","240,00","358,80",.500,205,2,2021-11-21 02:28:06.122394,2199-12-31 00:00:00.000000
USB food flash drive - fortune cookie,Red,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,206,2,2021-11-21 02:28:06.124376,2199-12-31 00:00:00.000000
USB food flash drive - shrimp cocktail,Red,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,207,2,2021-11-21 02:28:06.126264,2199-12-31 00:00:00.000000
USB food flash drive - donut,Red,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,208,2,2021-11-21 02:28:06.128290,2199-12-31 00:00:00.000000
USB food flash drive - cookie,Red,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,209,2,2021-11-21 02:28:06.130194,2199-12-31 00:00:00.000000
USB food flash drive - chocolate bar,Red,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,210,2,2021-11-21 02:28:06.132622,2199-12-31 00:00:00.000000
USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,211,2,2021-11-21 02:28:06.134992,2199-12-31 00:00:00.000000
USB food flash drive - dim sum 10 drive variety pack,Red,Packet,Packet,Unknown,14,1,False,"14,000","240,00","358,80",.500,212,2,2021-11-21 02:28:06.138172,2199-12-31 00:00:00.000000
USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,213,2,2021-11-21 02:28:06.140534,2199-12-31 00:00:00.000000
USB food flash drive - hot dog,Red,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,214,2,2021-11-21 02:28:06.142538,2199-12-31 00:00:00.000000
USB food flash drive - hamburger,Red,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,215,2,2021-11-21 02:28:06.144489,2199-12-31 00:00:00.000000
USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,216,2,2021-11-21 02:28:06.146382,2199-12-31 00:00:00.000000
Office cube periscope (Black),Black,Each,Carton,Unknown,14,10,False,"14,000","18,50","27,66",.250,217,2,2021-11-21 02:28:06.148404,2199-12-31 00:00:00.000000
USB rocket launcher (Gray),Gray,Each,Each,Unknown,14,1,False,"14,000","25,00","37,38",.300,218,2,2021-11-21 02:28:06.150544,2199-12-31 00:00:00.000000
USB missile launcher (Green),Unknown,Each,Each,Unknown,14,1,False,"14,000","25,00","37,38",.300,219,2,2021-11-21 02:28:06.153494,2199-12-31 00:00:00.000000
Novelty chilli chocolates 500g,Black,Bag,Carton,500g,3,12,True,"3,000","14,50","20,74",.500,220,2,2021-11-21 02:28:06.155468,2199-12-31 00:00:00.000000
Novelty chilli chocolates 250g,Black,Bag,Carton,250g,3,24,True,"3,000","8,55","12,23",.250,221,2,2021-11-21 02:28:06.157499,2199-12-31 00:00:00.000000
Chocolate echidnas 250g,Black,Bag,Carton,250g,3,24,True,"3,000","8,55","12,23",.250,222,2,2021-11-21 02:28:06.159450,2199-12-31 00:00:00.000000
Chocolate beetles 250g,Black,Bag,Carton,250g,3,24,True,"3,000","8,55","12,23",.250,223,2,2021-11-21 02:28:06.161419,2199-12-31 00:00:00.000000
Chocolate sharks 250g,Black,Bag,Carton,250g,3,24,True,"3,000","8,55","12,23",.250,224,2,2021-11-21 02:28:06.163382,2199-12-31 00:00:00.000000
Chocolate frogs 250g,Unknown,Bag,Carton,250g,3,24,True,"3,000","8,55","12,23",.250,225,2,2021-11-21 02:28:06.165315,2199-12-31 00:00:00.000000
White chocolate moon rocks 250g,Unknown,Bag,Carton,250g,3,24,True,"3,000","8,55","12,23",.250,226,2,2021-11-21 02:28:06.167336,2199-12-31 00:00:00.000000
White chocolate snow balls 250g,Unknown,Bag,Carton,250g,3,24,True,"3,000","8,55","12,23",.250,227,2,2021-11-21 02:28:06.169327,2199-12-31 00:00:00.000000
RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,"14,000","45,00","67,28",1.800,228,2,2021-11-21 02:28:06.171258,2199-12-31 00:00:00.000000
RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,"14,000","30,00","44,85",1.700,229,2,2021-11-21 02:28:06.173823,2199-12-31 00:00:00.000000
RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,"14,000","30,00","44,85",1.700,230,2,2021-11-21 02:28:06.175888,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,231,2,2021-11-21 02:28:06.178128,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,232,2,2021-11-21 02:28:06.180129,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,233,2,2021-11-21 02:28:06.182086,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,234,2,2021-11-21 02:28:06.184080,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,235,2,2021-11-21 02:28:06.186037,2199-12-31 00:00:00.000000
RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,"14,000","25,00","37,38",1.500,236,2,2021-11-21 02:28:06.188271,2199-12-31 00:00:00.000000
USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,"14,000","240,00","358,80",.500,237,2,2021-11-21 02:28:06.190217,2199-12-31 00:00:00.000000
USB food flash drive - fortune cookie,White,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,238,2,2021-11-21 02:28:06.192475,2199-12-31 00:00:00.000000
USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,239,2,2021-11-21 02:28:06.194592,2199-12-31 00:00:00.000000
USB food flash drive - donut,Black,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,240,2,2021-11-21 02:28:06.196669,2199-12-31 00:00:00.000000
USB food flash drive - cookie,Black,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,241,2,2021-11-21 02:28:06.198516,2199-12-31 00:00:00.000000
USB food flash drive - chocolate bar,Black,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,242,2,2021-11-21 02:28:06.200447,2199-12-31 00:00:00.000000
USB food flash drive - banana,Black,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,243,2,2021-11-21 02:28:06.202406,2199-12-31 00:00:00.000000
USB food flash drive - dim sum 10 drive variety pack,White,Packet,Packet,Unknown,14,1,False,"14,000","240,00","358,80",.500,244,2,2021-11-21 02:28:06.204263,2199-12-31 00:00:00.000000
USB food flash drive - pizza slice,White,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,245,2,2021-11-21 02:28:06.206165,2199-12-31 00:00:00.000000
USB food flash drive - hot dog,White,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,246,2,2021-11-21 02:28:06.208044,2199-12-31 00:00:00.000000
USB food flash drive - hamburger,White,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,247,2,2021-11-21 02:28:06.209949,2199-12-31 00:00:00.000000
USB food flash drive - sushi roll,White,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,248,2,2021-11-21 02:28:06.211890,2199-12-31 00:00:00.000000
IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,249,2,2021-11-21 02:28:06.213823,2199-12-31 00:00:00.000000
IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,250,2,2021-11-21 02:28:06.215666,2199-12-31 00:00:00.000000
IT joke mug - that behavior is by design (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,251,2,2021-11-21 02:28:06.217985,2199-12-31 00:00:00.000000
IT joke mug - that behavior is by design (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,252,2,2021-11-21 02:28:06.220153,2199-12-31 00:00:00.000000
IT joke mug - keyboard not found � press F1 to continue (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,253,2,2021-11-21 02:28:06.222408,2199-12-31 00:00:00.000000
IT joke mug - keyboard not found � press F1 to continue (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,254,2,2021-11-21 02:28:06.224888,2199-12-31 00:00:00.000000
Developer joke mug - old C developers never die (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,255,2,2021-11-21 02:28:06.226773,2199-12-31 00:00:00.000000
Developer joke mug - old C developers never die (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,256,2,2021-11-21 02:28:06.228699,2199-12-31 00:00:00.000000
Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,257,2,2021-11-21 02:28:06.231284,2199-12-31 00:00:00.000000
Developer joke mug - this code was generated by a tool (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,258,2,2021-11-21 02:28:06.233206,2199-12-31 00:00:00.000000
Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,259,2,2021-11-21 02:28:06.235092,2199-12-31 00:00:00.000000
Developer joke mug - a foo walks into a bar (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,260,2,2021-11-21 02:28:06.237000,2199-12-31 00:00:00.000000
Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,261,2,2021-11-21 02:28:06.238863,2199-12-31 00:00:00.000000
Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,262,2,2021-11-21 02:28:06.240709,2199-12-31 00:00:00.000000
Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,263,2,2021-11-21 02:28:06.242816,2199-12-31 00:00:00.000000
Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,264,2,2021-11-21 02:28:06.244758,2199-12-31 00:00:00.000000
Developer joke mug - (hip- hip- array) (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,265,2,2021-11-21 02:28:06.246649,2199-12-31 00:00:00.000000
Developer joke mug - (hip- hip- array) (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,266,2,2021-11-21 02:28:06.248598,2199-12-31 00:00:00.000000
Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,267,2,2021-11-21 02:28:06.250500,2199-12-31 00:00:00.000000
Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,268,2,2021-11-21 02:28:06.252450,2199-12-31 00:00:00.000000
Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,269,2,2021-11-21 02:28:06.254404,2199-12-31 00:00:00.000000
Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,270,2,2021-11-21 02:28:06.256307,2199-12-31 00:00:00.000000
Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,271,2,2021-11-21 02:28:06.258174,2199-12-31 00:00:00.000000
Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,272,2,2021-11-21 02:28:06.260124,2199-12-31 00:00:00.000000
